age,year,gender,country,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
75-80,2015,woman,Austria,0.894781308,0.105218692,0.85484038,0.934722235,0.065277765,0.14515962,cancer
80+,2015,woman,Austria,0.904437012,0.095562988,0.871803072,0.937070951,0.062929049,0.128196928,cancer
50-55,2015,woman,Germany,0.918897999,0.081102001,0.887769011,0.950026987,0.049973013,0.112230989,cancer
55-60,2015,woman,Germany,0.894467897,0.105532103,0.857576921,0.931358873,0.068641127,0.142423079,cancer
60-65,2015,woman,Germany,0.887130877,0.112869123,0.857356569,0.916905185,0.083094815,0.142643431,cancer
65-70,2015,woman,Germany,0.830325404,0.169674596,0.788399169,0.87225164,0.12774836,0.211600831,cancer
70-75,2015,woman,Germany,0.820259827,0.179740173,0.769879166,0.870640487,0.129359513,0.230120834,cancer
75-80,2015,woman,Germany,0.811069807,0.188930193,0.755353819,0.866785796,0.133214204,0.244646181,cancer
80+,2015,woman,Germany,0.84020963,0.15979037,0.791459394,0.888959866,0.111040134,0.208540606,cancer
50-55,2015,woman,Sweden,0.958624132,0.041375868,0.931108772,0.986139492,0.013860508,0.068891228,cancer
55-60,2015,woman,Sweden,0.904910536,0.095089464,0.876424564,0.933396508,0.066603492,0.123575436,cancer
60-65,2015,woman,Sweden,0.894057125,0.105942875,0.860681452,0.927432799,0.072567201,0.139318548,cancer
65-70,2015,woman,Sweden,0.867319833,0.132680167,0.838992072,0.895647594,0.104352406,0.161007928,cancer
70-75,2015,woman,Sweden,0.853303321,0.146696679,0.815305407,0.891301235,0.108698765,0.184694593,cancer
75-80,2015,woman,Sweden,0.800594231,0.199405769,0.755095785,0.846092677,0.153907323,0.244904215,cancer
80+,2015,woman,Sweden,0.800383618,0.199616382,0.761926911,0.838840325,0.161159675,0.238073089,cancer
50-55,2015,woman,Spain,0.977788019,0.022211981,0.936898386,1.018677652,-0.018677652,0.063101614,cancer
55-60,2015,woman,Spain,0.945661633,0.054338367,0.894390332,0.996932934,0.003067066,0.105609668,cancer
60-65,2015,woman,Spain,0.931396784,0.068603216,0.9005614,0.962232167,0.037767833,0.0994386,cancer
65-70,2015,woman,Spain,0.939933262,0.060066738,0.911197295,0.968669229,0.031330771,0.088802705,cancer
70-75,2015,woman,Spain,0.909525678,0.090474322,0.872701681,0.946349675,0.053650325,0.127298319,cancer
75-80,2015,woman,Spain,0.923056963,0.076943037,0.885197758,0.960916168,0.039083832,0.114802242,cancer
80+,2015,woman,Spain,0.922081309,0.077918691,0.889452928,0.95470969,0.04529031,0.110547072,cancer
50-55,2015,woman,Italy,0.96359892,0.03640108,0.944033294,0.983164545,0.016835455,0.055966706,cancer
55-60,2015,woman,Italy,0.93826329,0.06173671,0.910529336,0.965997245,0.034002755,0.089470664,cancer
60-65,2015,woman,Italy,0.916616738,0.083383262,0.885322746,0.94791073,0.05208927,0.114677254,cancer
65-70,2015,woman,Italy,0.899322515,0.100677485,0.87068649,0.92795854,0.07204146,0.12931351,cancer
70-75,2015,woman,Italy,0.884941283,0.115058717,0.851665133,0.918217433,0.081782567,0.148334867,cancer
75-80,2015,woman,Italy,0.862591949,0.137408051,0.821800422,0.903383476,0.096616524,0.178199578,cancer
80+,2015,woman,Italy,0.903719044,0.096280956,0.870183428,0.93725466,0.06274534,0.129816572,cancer
50-55,2015,woman,France,0.92363168,0.07636832,0.888244917,0.959018443,0.040981557,0.111755083,cancer
55-60,2015,woman,France,0.909366872,0.090633128,0.870230145,0.948503599,0.051496401,0.129769855,cancer
60-65,2015,woman,France,0.899443485,0.100556515,0.871618055,0.927268916,0.072731084,0.128381945,cancer
65-70,2015,woman,France,0.877347478,0.122652522,0.84357996,0.911114996,0.088885004,0.15642004,cancer
70-75,2015,woman,France,0.846135425,0.153864575,0.805402346,0.886868503,0.113131497,0.194597654,cancer
75-80,2015,woman,France,0.84398874,0.15601126,0.804042256,0.883935224,0.116064776,0.195957744,cancer
80+,2015,woman,France,0.850998876,0.149001124,0.819113435,0.882884318,0.117115682,0.180886565,cancer
50-55,2015,woman,Denmark,0.899648387,0.100351613,0.870274483,0.929022291,0.070977709,0.129725517,cancer
55-60,2015,woman,Denmark,0.894474169,0.105525831,0.864702711,0.924245626,0.075754374,0.135297289,cancer
60-65,2015,woman,Denmark,0.871116853,0.128883147,0.853536891,0.888696816,0.111303184,0.146463109,cancer
65-70,2015,woman,Denmark,0.842507788,0.157492212,0.816964956,0.86805062,0.13194938,0.183035044,cancer
70-75,2015,woman,Denmark,0.857611274,0.142388726,0.846950158,0.868272391,0.131727609,0.153049842,cancer
75-80,2015,woman,Denmark,0.810293483,0.189706517,0.77554788,0.845039085,0.154960915,0.22445212,cancer
80+,2015,woman,Denmark,0.809859468,0.190140532,0.794267874,0.825451063,0.174548937,0.205732126,cancer
50-55,2015,woman,Greece,0.971361428,0.028638572,0.950802412,0.991920444,0.008079556,0.049197588,cancer
55-60,2015,woman,Greece,0.984247573,0.015752427,0.973446382,0.995048764,0.004951236,0.026553618,cancer
60-65,2015,woman,Greece,0.963703189,0.036296811,0.948782165,0.978624214,0.021375786,0.051217835,cancer
65-70,2015,woman,Greece,0.949628323,0.050371677,0.929521382,0.969735264,0.030264736,0.070478618,cancer
70-75,2015,woman,Greece,0.958847923,0.041152077,0.938422859,0.979272987,0.020727013,0.061577141,cancer
75-80,2015,woman,Greece,0.961176685,0.038823315,0.941305769,0.981047602,0.018952398,0.058694231,cancer
80+,2015,woman,Greece,0.950597681,0.049402319,0.927981926,0.973213437,0.026786563,0.072018074,cancer
50-55,2015,woman,Switzerland,0.946679536,0.053320464,0.90999997,0.983359103,0.016640897,0.09000003,cancer
55-60,2015,woman,Switzerland,0.903993968,0.096006032,0.8653477,0.942640237,0.057359763,0.1346523,cancer
60-65,2015,woman,Switzerland,0.928176667,0.071823333,0.899950389,0.956402945,0.043597055,0.100049611,cancer
65-70,2015,woman,Switzerland,0.882046483,0.117953517,0.85327153,0.910821436,0.089178564,0.14672847,cancer
70-75,2015,woman,Switzerland,0.893031715,0.106968285,0.861561702,0.924501728,0.075498272,0.138438298,cancer
75-80,2015,woman,Switzerland,0.843589363,0.156410637,0.794805591,0.892373135,0.107626865,0.205194409,cancer
80+,2015,woman,Switzerland,0.82769142,0.17230858,0.765489669,0.889893171,0.110106829,0.234510331,cancer
50-55,2015,woman,Belgium,0.964507123,0.035492877,0.942743654,0.986270591,0.013729409,0.057256346,cancer
55-60,2015,woman,Belgium,0.902254462,0.097745538,0.857494548,0.947014377,0.052985623,0.142505452,cancer
60-65,2015,woman,Belgium,0.911367347,0.088632653,0.885965696,0.936768998,0.063231002,0.114034304,cancer
65-70,2015,woman,Belgium,0.878753508,0.121246492,0.84966637,0.907840646,0.092159354,0.15033363,cancer
70-75,2015,woman,Belgium,0.861598914,0.138401086,0.824583529,0.8986143,0.1013857,0.175416471,cancer
75-80,2015,woman,Belgium,0.851033564,0.148966436,0.812226885,0.889840243,0.110159757,0.187773115,cancer
80+,2015,woman,Belgium,0.882253528,0.117746472,0.851483622,0.913023434,0.086976566,0.148516378,cancer
50-55,2015,woman,Israel,0.804396726,0.195603274,0.48281706,1.125976392,-0.125976392,0.51718294,cancer
55-60,2015,woman,Israel,0.902583375,0.097416625,0.805988761,0.999177988,0.000822012,0.194011239,cancer
60-65,2015,woman,Israel,0.933898661,0.066101339,0.897904453,0.969892868,0.030107132,0.102095547,cancer
65-70,2015,woman,Israel,0.893287547,0.106712453,0.840646624,0.94592847,0.05407153,0.159353376,cancer
70-75,2015,woman,Israel,0.876996587,0.123003413,0.809204352,0.944788822,0.055211178,0.190795648,cancer
75-80,2015,woman,Israel,0.916954519,0.083045481,0.864428004,0.969481034,0.030518966,0.135571996,cancer
80+,2015,woman,Israel,0.879268552,0.120731448,0.830933475,0.927603629,0.072396371,0.169066525,cancer
50-55,2015,woman,Czech Republic,0.978192467,0.021807533,0.955974486,1.000410447,-0.000410447,0.044025514,cancer
55-60,2015,woman,Czech Republic,0.933261627,0.066738373,0.902616311,0.963906943,0.036093057,0.097383689,cancer
60-65,2015,woman,Czech Republic,0.924311345,0.075688655,0.897981145,0.950641545,0.049358455,0.102018855,cancer
65-70,2015,woman,Czech Republic,0.874984138,0.125015862,0.842145077,0.907823199,0.092176801,0.157854923,cancer
70-75,2015,woman,Czech Republic,0.894233893,0.105766107,0.864245993,0.924221793,0.075778207,0.135754007,cancer
75-80,2015,woman,Czech Republic,0.898034306,0.101965694,0.860652274,0.935416337,0.064583663,0.139347726,cancer
80+,2015,woman,Czech Republic,0.866509506,0.133490494,0.818386891,0.914632121,0.085367879,0.181613109,cancer
50-55,2015,woman,Poland,0.994189275,0.005810725,0.982739168,1.005639382,-0.005639382,0.017260832,cancer
55-60,2015,woman,Poland,0.944741067,0.055258933,0.911720302,0.977761832,0.022238168,0.088279698,cancer
60-65,2015,woman,Poland,0.923338269,0.076661731,0.885376315,0.961300222,0.038699778,0.114623685,cancer
65-70,2015,woman,Poland,0.954958624,0.045041376,0.9290514,0.980865847,0.019134153,0.0709486,cancer
70-75,2015,woman,Poland,0.914474811,0.085525189,0.871628884,0.957320738,0.042679262,0.128371116,cancer
75-80,2015,woman,Poland,0.936197869,0.063802131,0.905941575,0.966454162,0.033545838,0.094058425,cancer
80+,2015,woman,Poland,0.974260556,0.025739444,0.964056816,0.984464295,0.015535705,0.035943184,cancer
50-55,2015,woman,Luxembourg,0.879459918,0.120540082,0.817722325,0.941197511,0.058802489,0.182277675,cancer
55-60,2015,woman,Luxembourg,0.891333429,0.108666571,0.846948719,0.935718138,0.064281862,0.153051281,cancer
60-65,2015,woman,Luxembourg,0.85379591,0.14620409,0.775795077,0.931796743,0.068203257,0.224204923,cancer
65-70,2015,woman,Luxembourg,0.815651852,0.184348148,0.716609947,0.914693757,0.085306243,0.283390053,cancer
70-75,2015,woman,Luxembourg,0.867169735,0.132830265,0.812474063,0.921865407,0.078134593,0.187525937,cancer
75-80,2015,woman,Luxembourg,0.781640278,0.218359722,0.638942151,0.924338405,0.075661595,0.361057849,cancer
80+,2015,woman,Luxembourg,0.8231583,0.1768417,0.776903487,0.869413113,0.130586887,0.223096513,cancer
50-55,2015,woman,Portugal,0.959138213,0.040861787,0.89979528,1.018481146,-0.018481146,0.10020472,cancer
55-60,2015,woman,Portugal,0.899868354,0.100131646,0.813566592,0.986170115,0.013829885,0.186433408,cancer
60-65,2015,woman,Portugal,0.948250038,0.051749962,0.913874975,0.982625101,0.017374899,0.086125025,cancer
65-70,2015,woman,Portugal,0.916651275,0.083348725,0.86042321,0.972879339,0.027120661,0.13957679,cancer
70-75,2015,woman,Portugal,0.867494124,0.132505876,0.737215573,0.997772675,0.002227325,0.262784427,cancer
75-80,2015,woman,Portugal,0.846502599,0.153497401,0.732082946,0.960922252,0.039077748,0.267917054,cancer
80+,2015,woman,Portugal,0.971321091,0.028678909,0.942027797,1.000614385,-0.000614385,0.057972203,cancer
50-55,2015,woman,Slovenia,0.951100536,0.048899464,0.911577622,0.99062345,0.00937655,0.088422378,cancer
55-60,2015,woman,Slovenia,0.927392389,0.072607611,0.902166909,0.952617869,0.047382131,0.097833091,cancer
60-65,2015,woman,Slovenia,0.91859877,0.08140123,0.892240276,0.944957264,0.055042736,0.107759724,cancer
65-70,2015,woman,Slovenia,0.905081586,0.094918414,0.874723661,0.935439511,0.064560489,0.125276339,cancer
70-75,2015,woman,Slovenia,0.887629336,0.112370664,0.848631982,0.926626691,0.073373309,0.151368018,cancer
75-80,2015,woman,Slovenia,0.879470208,0.120529792,0.837033532,0.921906884,0.078093116,0.162966468,cancer
80+,2015,woman,Slovenia,0.905172423,0.094827577,0.872280735,0.938064112,0.061935888,0.127719265,cancer
50-55,2015,woman,Estonia,0.949950081,0.050049919,0.933076871,0.966823292,0.033176708,0.066923129,cancer
55-60,2015,woman,Estonia,0.937198268,0.062801732,0.932927744,0.941468792,0.058531208,0.067072256,cancer
60-65,2015,woman,Estonia,0.927201359,0.072798641,0.918022319,0.936380399,0.063619601,0.081977681,cancer
65-70,2015,woman,Estonia,0.886430636,0.113569364,0.864498107,0.908363165,0.091636835,0.135501893,cancer
70-75,2015,woman,Estonia,0.862148262,0.137851738,0.839212166,0.885084359,0.114915641,0.160787834,cancer
75-80,2015,woman,Estonia,0.856012153,0.143987847,0.842672541,0.869351765,0.130648235,0.157327459,cancer
80+,2015,woman,Estonia,0.909369728,0.090630272,0.900880517,0.91785894,0.08214106,0.099119483,cancer
50-55,2015,woman,Croatia,0.975147308,0.024852692,0.956556902,0.993737713,0.006262287,0.043443098,cancer
55-60,2015,woman,Croatia,0.927469559,0.072530441,0.905357183,0.949581935,0.050418065,0.094642817,cancer
60-65,2015,woman,Croatia,0.934477222,0.065522778,0.897396418,0.971558025,0.028441975,0.102603582,cancer
65-70,2015,woman,Croatia,0.908543228,0.091456772,0.873552495,0.94353396,0.05646604,0.126447505,cancer
70-75,2015,woman,Croatia,0.853003114,0.146996886,0.786259761,0.919746467,0.080253533,0.213740239,cancer
75-80,2015,woman,Croatia,0.879491838,0.120508162,0.80356623,0.955417446,0.044582554,0.19643377,cancer
80+,2015,woman,Croatia,0.92303965,0.07696035,0.869736807,0.976342492,0.023657508,0.130263193,cancer
50-55,2015,man,Austria,0.936288021,0.063711979,0.815962899,1.056613144,-0.056613144,0.184037101,cancer
55-60,2015,man,Austria,0.97251325,0.02748675,0.9514911,0.993535401,0.006464599,0.0485089,cancer
60-65,2015,man,Austria,0.931114193,0.068885807,0.893638149,0.968590237,0.031409763,0.106361851,cancer
65-70,2015,man,Austria,0.902153665,0.097846335,0.860387386,0.943919944,0.056080056,0.139612614,cancer
70-75,2015,man,Austria,0.875100654,0.124899346,0.832358217,0.917843091,0.082156909,0.167641783,cancer
75-80,2015,man,Austria,0.84220819,0.15779181,0.779543314,0.904873066,0.095126934,0.220456686,cancer
80+,2015,man,Austria,0.807536853,0.192463147,0.742956979,0.872116727,0.127883273,0.257043021,cancer
50-55,2015,man,Germany,0.927995029,0.072004971,0.890620146,0.965369913,0.034630087,0.109379854,cancer
55-60,2015,man,Germany,0.92944114,0.07055886,0.897623379,0.961258902,0.038741098,0.102376621,cancer
60-65,2015,man,Germany,0.914193677,0.085806323,0.88187633,0.946511024,0.053488976,0.11812367,cancer
65-70,2015,man,Germany,0.876283901,0.123716099,0.838349837,0.914217965,0.085782035,0.161650163,cancer
70-75,2015,man,Germany,0.830988996,0.169011004,0.786001463,0.875976529,0.124023471,0.213998537,cancer
75-80,2015,man,Germany,0.748393378,0.251606622,0.696797547,0.799989208,0.200010792,0.303202453,cancer
80+,2015,man,Germany,0.757674498,0.242325502,0.690844751,0.824504246,0.175495754,0.309155249,cancer
50-55,2015,man,Sweden,0.956061228,0.043938772,0.924041543,0.988080913,0.011919087,0.075958457,cancer
55-60,2015,man,Sweden,0.959595819,0.040404181,0.943111526,0.976080111,0.023919889,0.056888474,cancer
60-65,2015,man,Sweden,0.934032442,0.065967558,0.903821367,0.964243518,0.035756482,0.096178633,cancer
65-70,2015,man,Sweden,0.886113096,0.113886904,0.854068617,0.918157576,0.081842424,0.145931383,cancer
70-75,2015,man,Sweden,0.842306979,0.157693021,0.802591749,0.882022209,0.117977791,0.197408251,cancer
75-80,2015,man,Sweden,0.77127847,0.22872153,0.718558542,0.823998398,0.176001602,0.281441458,cancer
80+,2015,man,Sweden,0.792299407,0.207700593,0.732292515,0.852306299,0.147693701,0.267707485,cancer
50-55,2015,man,Spain,0.99980458,0.00019542,0.99941143,1.000197731,-0.000197731,0.00058857,cancer
55-60,2015,man,Spain,0.936199543,0.063800457,0.88125819,0.991140896,0.008859104,0.11874181,cancer
60-65,2015,man,Spain,0.949374275,0.050625725,0.922616557,0.976131993,0.023868007,0.077383443,cancer
65-70,2015,man,Spain,0.894665277,0.105334723,0.854218483,0.93511207,0.06488793,0.145781517,cancer
70-75,2015,man,Spain,0.893128343,0.106871657,0.84122451,0.945032176,0.054967824,0.15877549,cancer
75-80,2015,man,Spain,0.879380678,0.120619322,0.837121747,0.92163961,0.07836039,0.162878253,cancer
80+,2015,man,Spain,0.876250319,0.123749681,0.832253698,0.92024694,0.07975306,0.167746302,cancer
50-55,2015,man,Italy,0.99270171,0.00729829,0.983806717,1.001596702,-0.001596702,0.016193283,cancer
55-60,2015,man,Italy,0.959762942,0.040237058,0.933286801,0.986239084,0.013760916,0.066713199,cancer
60-65,2015,man,Italy,0.943477183,0.056522817,0.91858154,0.968372827,0.031627173,0.08141846,cancer
65-70,2015,man,Italy,0.906234908,0.093765092,0.875396106,0.937073711,0.062926289,0.124603894,cancer
70-75,2015,man,Italy,0.9382097,0.0617903,0.911103035,0.965316365,0.034683635,0.088896965,cancer
75-80,2015,man,Italy,0.912287346,0.087712654,0.879031503,0.945543189,0.054456811,0.120968497,cancer
80+,2015,man,Italy,0.880734524,0.119265476,0.835354867,0.92611418,0.07388582,0.164645133,cancer
50-55,2015,man,France,0.980921777,0.019078223,0.961003621,1.000839932,-0.000839932,0.038996379,cancer
55-60,2015,man,France,0.987983672,0.012016328,0.976932386,0.999034959,0.000965041,0.023067614,cancer
60-65,2015,man,France,0.940548596,0.059451404,0.914786099,0.966311093,0.033688907,0.085213901,cancer
65-70,2015,man,France,0.878105308,0.121894692,0.839099023,0.917111594,0.082888406,0.160900977,cancer
70-75,2015,man,France,0.847313148,0.152686852,0.801510002,0.893116295,0.106883705,0.198489998,cancer
75-80,2015,man,France,0.840748982,0.159251018,0.792114141,0.889383823,0.110616177,0.207885859,cancer
80+,2015,man,France,0.815384926,0.184615074,0.759188219,0.871581632,0.128418368,0.240811781,cancer
50-55,2015,man,Denmark,0.973811143,0.026188857,0.964299824,0.983322462,0.016677538,0.035700176,cancer
55-60,2015,man,Denmark,0.972792008,0.027207992,0.952870627,0.992713389,0.007286611,0.047129373,cancer
60-65,2015,man,Denmark,0.920960517,0.079039483,0.888569736,0.953351298,0.046648702,0.111430264,cancer
65-70,2015,man,Denmark,0.894728924,0.105271076,0.851614547,0.937843301,0.062156699,0.148385453,cancer
70-75,2015,man,Denmark,0.816579054,0.183420946,0.806646832,0.826511276,0.173488724,0.193353168,cancer
75-80,2015,man,Denmark,0.855722508,0.144277492,0.807653332,0.903791684,0.096208316,0.192346668,cancer
80+,2015,man,Denmark,0.828627806,0.171372194,0.772075472,0.885180141,0.114819859,0.227924528,cancer
50-55,2015,man,Greece,0.992428568,0.007571432,0.981883389,1.002973747,-0.002973747,0.018116611,cancer
55-60,2015,man,Greece,0.981107104,0.018892896,0.964333328,0.997880881,0.002119119,0.035666672,cancer
60-65,2015,man,Greece,0.983690112,0.016309888,0.971102565,0.996277658,0.003722342,0.028897435,cancer
65-70,2015,man,Greece,0.964082111,0.035917889,0.942768703,0.985395519,0.014604481,0.057231297,cancer
70-75,2015,man,Greece,0.949624465,0.050375535,0.919990351,0.979258579,0.020741421,0.080009649,cancer
75-80,2015,man,Greece,0.928410032,0.071589968,0.893319481,0.963500583,0.036499417,0.106680519,cancer
80+,2015,man,Greece,0.944687052,0.055312948,0.917923658,0.971450446,0.028549554,0.082076342,cancer
50-55,2015,man,Switzerland,0.926041385,0.073958615,0.859353781,0.99272899,0.00727101,0.140646219,cancer
55-60,2015,man,Switzerland,0.917661333,0.082338667,0.88182217,0.953500495,0.046499505,0.11817783,cancer
60-65,2015,man,Switzerland,0.959549354,0.040450646,0.935763166,0.983335541,0.016664459,0.064236834,cancer
65-70,2015,man,Switzerland,0.886309411,0.113690589,0.853422256,0.919196567,0.080803433,0.146577744,cancer
