"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy","type"
"50-55","2015","woman",0.722304078559175,0.277695921440825,0.671172669547785,0.773435487570565,0.226564512429435,0.328827330452215,"at least one"
"55-60","2015","woman",0.491056116871867,0.508943883128133,0.443037487927784,0.539074745815949,0.460925254184051,0.556962512072216,"at least one"
"60-65","2015","woman",0.429399287032997,0.570600712967003,0.39400487177051,0.464793702295484,0.535206297704516,0.60599512822949,"at least one"
"65-70","2015","woman",0.329984857016667,0.670015142983333,0.298132435003225,0.361837279030109,0.638162720969891,0.701867564996775,"at least one"
"70-75","2015","woman",0.262490486879075,0.737509513120925,0.228583572190258,0.296397401567892,0.703602598432108,0.771416427809742,"at least one"
"75-80","2015","woman",0.243173738057818,0.756826261942182,0.207849617931273,0.278497858184363,0.721502141815637,0.792150382068727,"at least one"
"80+","2015","woman",0.170093295270178,0.829906704729822,0.139140802963887,0.201045787576469,0.798954212423531,0.860859197036113,"at least one"
"50-55","2015","man",0.764758257001873,0.235241742998127,0.709633185056458,0.819883328947287,0.180116671052713,0.290366814943542,"at least one"
"55-60","2015","man",0.608562360641991,0.391437639358009,0.556222241872186,0.660902479411796,0.339097520588204,0.443777758127814,"at least one"
"60-65","2015","man",0.512909266818927,0.487090733181073,0.473763015045688,0.552055518592167,0.447944481407833,0.526236984954312,"at least one"
"65-70","2015","man",0.415241084650924,0.584758915349076,0.377724820033613,0.452757349268235,0.547242650731765,0.622275179966388,"at least one"
"70-75","2015","man",0.324963199476069,0.675036800523931,0.285211847690148,0.36471455126199,0.63528544873801,0.714788152309852,"at least one"
"75-80","2015","man",0.259661769314727,0.740338230685273,0.219179394392137,0.300144144237317,0.699855855762683,0.780820605607863,"at least one"
"80+","2015","man",0.202750407348447,0.797249592651553,0.165489747615548,0.240011067081347,0.759988932918653,0.834510252384452,"at least one"
"50-55","2015","woman",0.925927849491159,0.0740721505088408,0.897948606908635,0.953907092073683,0.0460929079263169,0.102051393091365,"adl"
"55-60","2015","woman",0.847204259041264,0.152795740958736,0.81111191290377,0.883296605178758,0.116703394821242,0.18888808709623,"adl"
"60-65","2015","woman",0.872511003374621,0.127488996625379,0.847844714274627,0.897177292474615,0.102822707525385,0.152155285725373,"adl"
"65-70","2015","woman",0.868433831301256,0.131566168698744,0.844619457968818,0.892248204633694,0.107751795366306,0.155380542031182,"adl"
"70-75","2015","woman",0.802303148619416,0.197696851380584,0.770656311696037,0.833949985542795,0.166050014457205,0.229343688303963,"adl"
"75-80","2015","woman",0.797869485860641,0.202130514139359,0.764104292190966,0.831634679530317,0.168365320469683,0.235895707809034,"adl"
"80+","2015","woman",0.605166931590554,0.394833068409446,0.565680178745991,0.644653684435118,0.355346315564882,0.434319821254009,"adl"
"50-55","2015","man",0.942440071098306,0.057559928901694,0.914013442350186,0.970866699846426,0.029133300153574,0.0859865576498141,"adl"
"55-60","2015","man",0.908599971549611,0.0914000284503891,0.879048683269813,0.938151259829409,0.061848740170591,0.120951316730187,"adl"
