"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy","country"
"80+",2015,"man",0.797726597,0.202273403,0.745280604,0.85017259,0.14982741,0.254719396,"Greece"
"50-55",2015,"man",0.970458923,0.029541077,0.915796249,1.025121596,-0.025121596,0.084203751,"Switzerland"
"55-60",2015,"man",0.962180774,0.037819226,0.933754966,0.990606582,0.009393418,0.066245034,"Switzerland"
"60-65",2015,"man",0.969263586,0.030736414,0.946035108,0.992492064,0.007507936,0.053964892,"Switzerland"
"65-70",2015,"man",0.924090347,0.075909653,0.890516756,0.957663938,0.042336062,0.109483244,"Switzerland"
"70-75",2015,"man",0.95674076,0.04325924,0.926747604,0.986733917,0.013266083,0.073252396,"Switzerland"
"75-80",2015,"man",0.926360953,0.073639047,0.874202082,0.978519824,0.021480176,0.125797918,"Switzerland"
"80+",2015,"man",0.846526105,0.153473895,0.797458138,0.895594072,0.104405928,0.202541862,"Switzerland"
"50-55",2015,"man",0.934898472,0.065101528,0.896459656,0.973337289,0.026662711,0.103540344,"Belgium"
"55-60",2015,"man",0.932326338,0.067673662,0.892845954,0.971806721,0.028193279,0.107154046,"Belgium"
"60-65",2015,"man",0.890858715,0.109141285,0.861855075,0.919862356,0.080137644,0.138144925,"Belgium"
"65-70",2015,"man",0.890819873,0.109180127,0.861881315,0.919758431,0.080241569,0.138118685,"Belgium"
"70-75",2015,"man",0.822276282,0.177723718,0.776645574,0.867906989,0.132093011,0.223354426,"Belgium"
"75-80",2015,"man",0.837709576,0.162290424,0.78603027,0.889388883,0.110611117,0.21396973,"Belgium"
"80+",2015,"man",0.72432806,0.27567194,0.67283464,0.77582148,0.22417852,0.32716536,"Belgium"
"50-55",2015,"man",1,0,1,1,0,0,"Israel"
"55-60",2015,"man",0.96961192,0.03038808,0.936145017,1.003078823,-0.003078823,0.063854983,"Israel"
"60-65",2015,"man",0.94317552,0.05682448,0.905911308,0.980439733,0.019560267,0.094088692,"Israel"
"65-70",2015,"man",0.930596764,0.069403236,0.896416741,0.964776787,0.035223213,0.103583259,"Israel"
"70-75",2015,"man",0.909442264,0.090557736,0.85250313,0.966381399,0.033618601,0.14749687,"Israel"
"75-80",2015,"man",0.838586328,0.161413672,0.765131709,0.912040948,0.087959052,0.234868291,"Israel"
"80+",2015,"man",0.6110394,0.3889606,0.520870414,0.701208386,0.298791614,0.479129586,"Israel"
"50-55",2015,"man",0.889003077,0.110996923,0.765390866,1.012615288,-0.012615288,0.234609134,"Czech Republic"
"55-60",2015,"man",0.909276414,0.090723586,0.836448307,0.982104521,0.017895479,0.163551693,"Czech Republic"
"60-65",2015,"man",0.871396206,0.128603794,0.82608685,0.916705561,0.083294439,0.17391315,"Czech Republic"
"65-70",2015,"man",0.902057168,0.097942832,0.868700376,0.93541396,0.06458604,0.131299624,"Czech Republic"
"70-75",2015,"man",0.884437695,0.115562305,0.844018168,0.924857223,0.075142777,0.155981832,"Czech Republic"
"75-80",2015,"man",0.81279128,0.18720872,0.754595601,0.87098696,0.12901304,0.245404399,"Czech Republic"
"80+",2015,"man",0.759190498,0.240809502,0.696396786,0.82198421,0.17801579,0.303603214,"Czech Republic"
"50-55",2015,"man",0.924552256,0.075447744,0.863051234,0.986053277,0.013946723,0.136948766,"Poland"
"55-60",2015,"man",0.926268222,0.073731778,0.874402225,0.978134218,0.021865782,0.125597775,"Poland"
"60-65",2015,"man",0.849342462,0.150657538,0.816530081,0.882154843,0.117845157,0.183469919,"Poland"
"65-70",2015,"man",0.899998252,0.100001748,0.856469857,0.943526648,0.056473352,0.143530143,"Poland"
"70-75",2015,"man",0.808008228,0.191991772,0.752137147,0.86387931,0.13612069,0.247862853,"Poland"
"75-80",2015,"man",0.782360299,0.217639701,0.688485063,0.876235534,0.123764466,0.311514937,"Poland"
"80+",2015,"man",0.662603972,0.337396028,0.621710919,0.703497025,0.296502975,0.378289081,"Poland"
"50-55",2015,"man",0.977150801,0.022849199,0.939814583,1.014487018,-0.014487018,0.060185417,"Luxembourg"
"55-60",2015,"man",0.956739362,0.043260638,0.921235989,0.992242735,0.007757265,0.078764011,"Luxembourg"
"60-65",2015,"man",0.947580782,0.052419218,0.905585375,0.989576189,0.010423811,0.094414625,"Luxembourg"
"65-70",2015,"man",0.950347158,0.049652842,0.921316302,0.979378014,0.020621986,0.078683698,"Luxembourg"
"70-75",2015,"man",0.891711727,0.108288273,0.837705273,0.945718182,0.054281818,0.162294727,"Luxembourg"
"75-80",2015,"man",0.870288846,0.129711154,0.811652267,0.928925426,0.071074574,0.188347733,"Luxembourg"
"80+",2015,"man",0.716284692,0.283715308,0.655871159,0.776698226,0.223301774,0.344128841,"Luxembourg"
"50-55",2015,"man",0.937595617,0.062404383,0.806554072,1.068637163,-0.068637163,0.193445928,"Portugal"
"55-60",2015,"man",0.846462009,0.153537991,0.689927462,1.002996556,-0.002996556,0.310072538,"Portugal"
"60-65",2015,"man",0.934886152,0.065113848,0.883904525,0.985867779,0.014132221,0.116095475,"Portugal"
"65-70",2015,"man",0.905928384,0.094071616,0.845667857,0.966188911,0.033811089,0.154332143,"Portugal"
"70-75",2015,"man",0.767118981,0.232881019,0.614255847,0.919982115,0.080017885,0.385744153,"Portugal"
"75-80",2015,"man",0.846817642,0.153182358,0.743127409,0.950507874,0.049492126,0.256872591,"Portugal"
"80+",2015,"man",0.523354146,0.476645854,0.313537812,0.733170481,0.266829519,0.686462188,"Portugal"
"50-55",2015,"man",0.925086882,0.074913118,0.871447669,0.978726095,0.021273905,0.128552331,"Slovenia"
"55-60",2015,"man",0.941925282,0.058074718,0.914483496,0.969367067,0.030632933,0.085516504,"Slovenia"
"60-65",2015,"man",0.928558637,0.071441363,0.902868312,0.954248961,0.045751039,0.097131688,"Slovenia"
"65-70",2015,"man",0.91226631,0.08773369,0.875247874,0.949284747,0.050715253,0.124752126,"Slovenia"
"70-75",2015,"man",0.85360458,0.14639542,0.809695148,0.897514012,0.102485988,0.190304852,"Slovenia"
"75-80",2015,"man",0.765367547,0.234632453,0.695502913,0.83523218,0.16476782,0.304497087,"Slovenia"
"80+",2015,"man",0.761421359,0.238578641,0.70188024,0.820962478,0.179037522,0.29811976,"Slovenia"
"50-55",2015,"man",0.963340871,0.036659129,0.942305041,0.984376701,0.015623299,0.057694959,"Estonia"
"55-60",2015,"man",0.904606378,0.095393622,0.835873921,0.973338835,0.026661165,0.164126079,"Estonia"
"60-65",2015,"man",0.91595125,0.08404875,0.896991095,0.934911406,0.065088594,0.103008905,"Estonia"
"65-70",2015,"man",0.887551386,0.112448614,0.852251764,0.922851009,0.077148991,0.147748236,"Estonia"
"70-75",2015,"man",0.865185574,0.134814426,0.844118309,0.886252838,0.113747162,0.155881691,"Estonia"
"75-80",2015,"man",0.825509833,0.174490167,0.807465157,0.843554509,0.156445491,0.192534843,"Estonia"
"80+",2015,"man",0.741788497,0.258211503,0.674129644,0.80944735,0.19055265,0.325870356,"Estonia"
"50-55",2015,"man",0.950506065,0.049493935,0.918527349,0.982484781,0.017515219,0.081472651,"Croatia"
"55-60",2015,"man",0.948336467,0.051663533,0.910129809,0.986543124,0.013456876,0.089870191,"Croatia"
"60-65",2015,"man",0.93183774,0.06816226,0.894691729,0.968983751,0.031016249,0.105308271,"Croatia"
"65-70",2015,"man",0.933077846,0.066922154,0.8943024,0.971853293,0.028146707,0.1056976,"Croatia"
"70-75",2015,"man",0.865705529,0.134294471,0.806027482,0.925383576,0.074616424,0.193972518,"Croatia"
"75-80",2015,"man",0.903741095,0.096258905,0.854857012,0.952625177,0.047374823,0.145142988,"Croatia"
"80+",2015,"man",0.7635417,0.2364583,0.685607604,0.841475796,0.158524204,0.314392396,"Croatia"
"50-55",2015,"woman",0.950124214,0.049875786,0.936420235,0.963828193,0.036171807,0.063579765,"Europe"
"55-60",2015,"woman",0.93165049,0.06834951,0.917540632,0.945760347,0.054239653,0.082459368,"Europe"
"60-65",2015,"woman",0.929163804,0.070836196,0.919014352,0.939313256,0.060686744,0.080985648,"Europe"
"65-70",2015,"woman",0.913060554,0.086939446,0.901429699,0.924691408,0.075308592,0.098570301,"Europe"
"70-75",2015,"woman",0.874614203,0.125385797,0.858434149,0.890794257,0.109205743,0.141565851,"Europe"
"75-80",2015,"woman",0.804968004,0.195031996,0.783200829,0.82673518,0.17326482,0.216799171,"Europe"
"80+",2015,"woman",0.608253995,0.391746005,0.584485521,0.632022469,0.367977531,0.415514479,"Europe"
"50-55",2015,"man",0.948322252,0.051677748,0.9339512,0.962693304,0.037306696,0.0660488,"Europe"
"55-60",2015,"man",0.943956715,0.056043285,0.929498347,0.958415083,0.041584917,0.070501653,"Europe"
"60-65",2015,"man",0.922070639,0.077929361,0.906138823,0.938002455,0.061997545,0.093861177,"Europe"
"65-70",2015,"man",0.919250778,0.080749222,0.907907403,0.930594153,0.069405847,0.092092597,"Europe"
"70-75",2015,"man",0.876527203,0.123472797,0.857984468,0.895069939,0.104930061,0.142015532,"Europe"
"75-80",2015,"man",0.851102302,0.148897698,0.831771262,0.870433341,0.129566659,0.168228738,"Europe"
"80+",2015,"man",0.702070721,0.297929279,0.677352835,0.726788608,0.273211392,0.322647165,"Europe"
"50-55",2014,"woman",0.884109367557459,0.115890632442541,0.823380116115293,0.944838618999624,0.0551613810003758,0.176619883884707,"Mexico"
"55-60",2014,"woman",0.899625726061422,0.100374273938578,0.866904072035571,0.932347380087273,0.0676526199127268,0.13309592796443,"Mexico"
"60-65",2014,"woman",0.85104810501544,0.14895189498456,0.808054573635843,0.894041636395037,0.105958363604963,0.191945426364157,"Mexico"
"65-70",2014,"woman",0.816739868161278,0.183260131838722,0.7741390464458,0.859340689876757,0.140659310123243,0.225860953554201,"Mexico"
"70-75",2014,"woman",0.772456305162196,0.227543694837804,0.727965839361268,0.816946770963123,0.183053229036877,0.272034160638732,"Mexico"
"75-80",2014,"woman",0.748563276750624,0.251436723249376,0.691878646531118,0.80524790697013,0.19475209302987,0.308121353468882,"Mexico"
"80+",2014,"woman",0.646137485025077,0.353862514974923,0.587157913222292,0.705117056827862,0.294882943172138,0.412842086777708,"Mexico"
"50-55",2014,"man",0.957763999543105,0.0422360004568948,0.936430271237757,0.979097727848454,0.0209022721515466,0.0635697287622431,"Mexico"
"55-60",2014,"man",0.955620573597513,0.0443794264024869,0.939126020726392,0.972115126468635,0.0278848735313654,0.0608739792736085,"Mexico"
"60-65",2014,"man",0.891611893137473,0.108388106862527,0.853357034645388,0.929866751629557,0.0701332483704431,0.146642965354612,"Mexico"
"65-70",2014,"man",0.893271673217714,0.106728326782286,0.86258865914407,0.923954687291357,0.0760453127086428,0.13741134085593,"Mexico"
"70-75",2014,"man",0.851239933092381,0.148760066907619,0.812374815950809,0.890105050233953,0.109894949766047,0.187625184049191,"Mexico"
"75-80",2014,"man",0.770517246423452,0.229482753576548,0.662060892982533,0.878973599864371,0.121026400135629,0.337939107017467,"Mexico"
"80+",2014,"man",0.701820828689067,0.298179171310933,0.635708803386972,0.767932853991162,0.232067146008838,0.364291196613028,"Mexico"
