"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy","country"
"65-70",2015,"woman",0.985355079,0.014644921,0.975554361,0.995155798,0.004844202,0.024445639,"Korea"
"70-75",2015,"woman",0.966859201,0.033140799,0.951334179,0.982384222,0.017615778,0.048665821,"Korea"
"75-80",2015,"woman",0.950805305,0.049194695,0.930804587,0.970806023,0.029193977,0.069195413,"Korea"
"80+",2015,"woman",0.771516155,0.228483845,0.736466408,0.806565903,0.193434097,0.263533592,"Korea"
"50-55",2015,"man",0.991919401,0.008080599,0.980471438,1.003367364,-0.003367364,0.019528562,"Korea"
"55-60",2015,"man",0.991185308,0.008814692,0.983738537,0.998632078,0.001367922,0.016261463,"Korea"
"60-65",2015,"man",0.989615335,0.010384665,0.978401058,1.000829612,-0.000829612,0.021598942,"Korea"
"65-70",2015,"man",0.972799671,0.027200329,0.958735545,0.986863797,0.013136203,0.041264455,"Korea"
"70-75",2015,"man",0.961408543,0.038591457,0.943993739,0.978823347,0.021176653,0.056006261,"Korea"
"75-80",2015,"man",0.944318143,0.055681857,0.921586363,0.967049924,0.032950076,0.078413637,"Korea"
"80+",2015,"man",0.848630266,0.151369734,0.807994687,0.889265845,0.110734155,0.192005313,"Korea"
"50-55",2017,"woman",0.891838743476902,0.108161256523098,0.881943114349295,0.901734372604508,0.0982656273954921,0.118056885650705,"India"
"55-60",2017,"woman",0.864420481392549,0.135579518607451,0.853152886331318,0.87568807645378,0.12431192354622,0.146847113668682,"India"
"60-65",2017,"woman",0.829742241695476,0.170257758304524,0.817216382722691,0.84226810066826,0.15773189933174,0.182783617277309,"India"
"65-70",2017,"woman",0.78631389509052,0.21368610490948,0.771326817805166,0.801300972375874,0.198699027624126,0.228673182194833,"India"
"70-75",2017,"woman",0.710303746785345,0.289696253214655,0.689671396154516,0.730936097416174,0.269063902583826,0.310328603845484,"India"
"75-80",2017,"woman",0.658873278591728,0.341126721408272,0.631269282885117,0.686477274298338,0.313522725701662,0.368730717114883,"India"
"80+",2017,"woman",0.5406809501159,0.4593190498841,0.512585120812406,0.568776779419394,0.431223220580606,0.487414879187594,"India"
"50-55",2017,"man",0.929885868391372,0.0701141316086279,0.920606526348651,0.939165210434093,0.0608347895659068,0.079393473651349,"India"
"55-60",2017,"man",0.909648036523146,0.0903519634768543,0.898597758640522,0.92069831440577,0.0793016855942302,0.101402241359478,"India"
"60-65",2017,"man",0.871458808935664,0.128541191064336,0.8593079992535,0.883609618617828,0.116390381382172,0.1406920007465,"India"
"65-70",2017,"man",0.835324812041778,0.164675187958222,0.821433593816567,0.849216030266989,0.150783969733011,0.178566406183434,"India"
"70-75",2017,"man",0.789704654568722,0.210295345431278,0.771083640880931,0.808325668256513,0.191674331743487,0.228916359119069,"India"
"75-80",2017,"man",0.734478245569895,0.265521754430105,0.707573770034846,0.761382721104943,0.238617278895057,0.292426229965153,"India"
"80+",2017,"man",0.64930534821006,0.35069465178994,0.619870684931155,0.678740011488965,0.321259988511035,0.380129315068845,"India"
"50-55",2015,"woman",0.983073759,0.016926241,0.950014538,1.01613298,-0.01613298,0.049985462,"Austria"
"55-60",2015,"woman",0.950523295,0.049476705,0.919975493,0.981071097,0.018928903,0.080024507,"Austria"
"60-65",2015,"woman",0.956985888,0.043014112,0.928306743,0.985665033,0.014334967,0.071693257,"Austria"
"65-70",2015,"woman",0.960941729,0.039058271,0.93899722,0.982886238,0.017113762,0.06100278,"Austria"
"70-75",2015,"woman",0.908362979,0.091637021,0.874084324,0.942641633,0.057358367,0.125915676,"Austria"
"75-80",2015,"woman",0.84992054,0.15007946,0.807359843,0.892481236,0.107518764,0.192640157,"Austria"
"80+",2015,"woman",0.58744389,0.41255611,0.529119029,0.645768752,0.354231248,0.470880971,"Austria"
"50-55",2015,"woman",0.956015803,0.043984197,0.931697909,0.980333696,0.019666304,0.068302091,"Germany"
"55-60",2015,"woman",0.914063985,0.085936015,0.879653194,0.948474776,0.051525224,0.120346806,"Germany"
"60-65",2015,"woman",0.94989223,0.05010777,0.929504543,0.970279917,0.029720083,0.070495457,"Germany"
"65-70",2015,"woman",0.903324241,0.096675759,0.868307615,0.938340867,0.061659133,0.131692385,"Germany"
"70-75",2015,"woman",0.869272576,0.130727424,0.828151881,0.910393271,0.089606729,0.171848119,"Germany"
"75-80",2015,"woman",0.828571897,0.171428103,0.772584335,0.88455946,0.11544054,0.227415665,"Germany"
"80+",2015,"woman",0.644515324,0.355484676,0.577124717,0.711905932,0.288094068,0.422875283,"Germany"
"50-55",2015,"woman",0.984971797,0.015028203,0.966621233,1.00332236,-0.00332236,0.033378767,"Sweden"
"55-60",2015,"woman",0.928165187,0.071834813,0.89036675,0.965963623,0.034036377,0.10963325,"Sweden"
"60-65",2015,"woman",0.924554815,0.075445185,0.890105898,0.959003732,0.040996268,0.109894102,"Sweden"
"65-70",2015,"woman",0.926445292,0.073554708,0.90141364,0.951476943,0.048523057,0.09858636,"Sweden"
"70-75",2015,"woman",0.929412898,0.070587102,0.901540596,0.9572852,0.0427148,0.098459404,"Sweden"
"75-80",2015,"woman",0.893043903,0.106956097,0.853020322,0.933067483,0.066932517,0.146979678,"Sweden"
"80+",2015,"woman",0.796370351,0.203629649,0.748217306,0.844523397,0.155476603,0.251782694,"Sweden"
"50-55",2015,"woman",0.994481067,0.005518933,0.987634546,1.001327588,-0.001327588,0.012365454,"Spain"
"55-60",2015,"woman",0.945808544,0.054191456,0.891660497,0.99995659,0.0000434101,0.108339503,"Spain"
"60-65",2015,"woman",0.932859554,0.067140446,0.899832742,0.965886366,0.034113634,0.100167258,"Spain"
"65-70",2015,"woman",0.931778437,0.068221563,0.900452597,0.963104277,0.036895723,0.099547403,"Spain"
"70-75",2015,"woman",0.871159326,0.128840674,0.825413148,0.916905505,0.083094495,0.174586852,"Spain"
"75-80",2015,"woman",0.844076837,0.155923163,0.794350251,0.893803423,0.106196577,0.205649749,"Spain"
"80+",2015,"woman",0.607027872,0.392972128,0.554859468,0.659196277,0.340803723,0.445140532,"Spain"
"50-55",2015,"woman",0.949853248,0.050146752,0.909791195,0.989915302,0.010084698,0.090208805,"Italy"
"55-60",2015,"woman",0.96998794,0.03001206,0.954328448,0.985647432,0.014352568,0.045671552,"Italy"
"60-65",2015,"woman",0.954233821,0.045766179,0.933614689,0.974852953,0.025147047,0.066385311,"Italy"
"65-70",2015,"woman",0.904643992,0.095356008,0.87567717,0.933610815,0.066389185,0.12432283,"Italy"
"70-75",2015,"woman",0.889038352,0.110961648,0.854801995,0.923274709,0.076725291,0.145198005,"Italy"
"75-80",2015,"woman",0.802586422,0.197413578,0.755172926,0.849999918,0.150000082,0.244827074,"Italy"
"80+",2015,"woman",0.569796253,0.430203747,0.512158215,0.62743429,0.37256571,0.487841785,"Italy"
"50-55",2015,"woman",0.930152173,0.069847827,0.892513986,0.967790361,0.032209639,0.107486014,"France"
"55-60",2015,"woman",0.92807788,0.07192212,0.895485295,0.960670466,0.039329534,0.104514705,"France"
"60-65",2015,"woman",0.894185132,0.105814868,0.853982898,0.934387367,0.065612633,0.146017102,"France"
"65-70",2015,"woman",0.935195246,0.064804754,0.904650103,0.965740389,0.034259611,0.095349897,"France"
"70-75",2015,"woman",0.888689219,0.111310781,0.846862363,0.930516075,0.069483925,0.153137637,"France"
"75-80",2015,"woman",0.79195197,0.20804803,0.740731746,0.843172194,0.156827806,0.259268254,"France"
"80+",2015,"woman",0.595521357,0.404478643,0.549165664,0.641877049,0.358122951,0.450834336,"France"
"50-55",2015,"woman",0.932711813,0.067288187,0.914220384,0.951203242,0.048796758,0.085779616,"Denmark"
"55-60",2015,"woman",0.956004862,0.043995138,0.930159862,0.981849861,0.018150139,0.069840138,"Denmark"
"60-65",2015,"woman",0.974633199,0.025366801,0.962780719,0.98648568,0.01351432,0.037219281,"Denmark"
"65-70",2015,"woman",0.934769801,0.065230199,0.908326279,0.961213323,0.038786677,0.091673721,"Denmark"
"70-75",2015,"woman",0.919452495,0.080547505,0.913316439,0.92558855,0.07441145,0.086683561,"Denmark"
"75-80",2015,"woman",0.885077913,0.114922087,0.87171422,0.898441606,0.101558394,0.12828578,"Denmark"
"80+",2015,"woman",0.769943157,0.230056843,0.698451832,0.841434482,0.158565518,0.301548168,"Denmark"
"50-55",2015,"woman",0.980100793,0.019899207,0.962326437,0.997875148,0.002124852,0.037673563,"Greece"
"55-60",2015,"woman",0.967732663,0.032267337,0.943718236,0.99174709,0.00825291,0.056281764,"Greece"
"60-65",2015,"woman",0.950507137,0.049492863,0.928570772,0.972443502,0.027556498,0.071429228,"Greece"
"65-70",2015,"woman",0.958003435,0.041996565,0.937368658,0.978638213,0.021361787,0.062631342,"Greece"
"70-75",2015,"woman",0.915034797,0.084965203,0.877720515,0.952349078,0.047650922,0.122279485,"Greece"
"75-80",2015,"woman",0.815533526,0.184466474,0.772595304,0.858471749,0.141528251,0.227404696,"Greece"
"80+",2015,"woman",0.731335254,0.268664746,0.687818838,0.77485167,0.22514833,0.312181162,"Greece"
"50-55",2015,"woman",1,0,1,1,0,0,"Switzerland"
"55-60",2015,"woman",0.960103511,0.039896489,0.939486224,0.980720799,0.019279201,0.060513776,"Switzerland"
"60-65",2015,"woman",0.974488718,0.025511282,0.955599556,0.993377881,0.006622119,0.044400444,"Switzerland"
"65-70",2015,"woman",0.945689127,0.054310873,0.914697794,0.97668046,0.02331954,0.085302206,"Switzerland"
"70-75",2015,"woman",0.970748539,0.029251461,0.948237244,0.993259835,0.006740165,0.051762756,"Switzerland"
"75-80",2015,"woman",0.880830495,0.119169505,0.841156622,0.920504369,0.079495631,0.158843378,"Switzerland"
"80+",2015,"woman",0.773346268,0.226653732,0.698048483,0.848644053,0.151355947,0.301951517,"Switzerland"
"50-55",2015,"woman",0.901351861,0.098648139,0.860915059,0.941788662,0.058211338,0.139084941,"Belgium"
"55-60",2015,"woman",0.941156743,0.058843257,0.917282793,0.965030693,0.034969307,0.082717207,"Belgium"
"60-65",2015,"woman",0.88837761,0.11162239,0.859145406,0.917609813,0.082390187,0.140854594,"Belgium"
"65-70",2015,"woman",0.8989192,0.1010808,0.873271119,0.924567281,0.075432719,0.126728881,"Belgium"
"70-75",2015,"woman",0.834032815,0.165967185,0.795892562,0.872173068,0.127826932,0.204107438,"Belgium"
"75-80",2015,"woman",0.747547616,0.252452384,0.697822036,0.797273196,0.202726804,0.302177964,"Belgium"
"80+",2015,"woman",0.545048874,0.454951126,0.502313596,0.587784152,0.412215848,0.497686404,"Belgium"
"50-55",2015,"woman",0.95756199,0.04243801,0.904724434,1.010399546,-0.010399546,0.095275566,"Israel"
"55-60",2015,"woman",0.946637066,0.053362934,0.884044564,1.009229568,-0.009229568,0.115955436,"Israel"
"60-65",2015,"woman",0.9582749,0.0417251,0.93044442,0.986105379,0.013894621,0.06955558,"Israel"
"65-70",2015,"woman",0.94560046,0.05439954,0.914473723,0.976727197,0.023272803,0.085526277,"Israel"
"70-75",2015,"woman",0.813112456,0.186887544,0.741542883,0.884682029,0.115317971,0.258457117,"Israel"
"75-80",2015,"woman",0.85462698,0.14537302,0.79477239,0.914481571,0.085518429,0.20522761,"Israel"
"80+",2015,"woman",0.567466595,0.432533405,0.477252715,0.657680474,0.342319526,0.522747285,"Israel"
"50-55",2015,"woman",0.968278253,0.031721747,0.929575083,1.006981424,-0.006981424,0.070424917,"Czech Republic"
"55-60",2015,"woman",0.950039832,0.049960168,0.925764495,0.974315168,0.025684832,0.074235505,"Czech Republic"
"60-65",2015,"woman",0.935524293,0.064475707,0.912787361,0.958261225,0.041738775,0.087212639,"Czech Republic"
"65-70",2015,"woman",0.896753065,0.103246935,0.866294449,0.927211682,0.072788318,0.133705551,"Czech Republic"
"70-75",2015,"woman",0.856204369,0.143795631,0.820548837,0.891859901,0.108140099,0.179451163,"Czech Republic"
"75-80",2015,"woman",0.811531626,0.188468374,0.760258254,0.862804999,0.137195001,0.239741746,"Czech Republic"
"80+",2015,"woman",0.625350598,0.374649402,0.553571507,0.69712969,0.30287031,0.446428493,"Czech Republic"
"50-55",2015,"woman",0.92565675,0.07434325,0.867372365,0.983941136,0.016058864,0.132627635,"Poland"
"55-60",2015,"woman",0.920977834,0.079022166,0.877643188,0.96431248,0.03568752,0.122356812,"Poland"
"60-65",2015,"woman",0.915732737,0.084267263,0.903463992,0.928001481,0.071998519,0.096536008,"Poland"
"65-70",2015,"woman",0.881849085,0.118150915,0.863476936,0.900221235,0.099778765,0.136523064,"Poland"
"70-75",2015,"woman",0.81628811,0.18371189,0.793541393,0.839034826,0.160965174,0.206458607,"Poland"
"75-80",2015,"woman",0.721913258,0.278086742,0.649343848,0.794482667,0.205517333,0.350656152,"Poland"
"80+",2015,"woman",0.5780011,0.4219989,0.464604033,0.691398167,0.308601833,0.535395967,"Poland"
"50-55",2015,"woman",0.977208185,0.022791815,0.953947072,1.000469298,-0.000469298,0.046052928,"Luxembourg"
"55-60",2015,"woman",0.94556891,0.05443109,0.921237714,0.969900106,0.030099894,0.078762286,"Luxembourg"
"60-65",2015,"woman",0.909816233,0.090183767,0.866455369,0.953177097,0.046822903,0.133544631,"Luxembourg"
"65-70",2015,"woman",0.907810579,0.092189421,0.858492839,0.95712832,0.04287168,0.141507161,"Luxembourg"
"70-75",2015,"woman",0.914729865,0.085270135,0.872013774,0.957445956,0.042554044,0.127986226,"Luxembourg"
"75-80",2015,"woman",0.884304285,0.115695715,0.794503481,0.974105088,0.025894912,0.205496519,"Luxembourg"
"80+",2015,"woman",0.62583802,0.37416198,0.542712877,0.708963163,0.291036837,0.457287123,"Luxembourg"
"50-55",2015,"woman",0.901774565,0.098225435,0.783529198,1.020019931,-0.020019931,0.216470802,"Portugal"
"55-60",2015,"woman",0.819450226,0.180549774,0.721191841,0.917708611,0.082291389,0.278808159,"Portugal"
"60-65",2015,"woman",0.814111959,0.185888041,0.722686502,0.905537416,0.094462584,0.277313498,"Portugal"
"65-70",2015,"woman",0.833294475,0.166705525,0.732268539,0.934320411,0.065679589,0.267731461,"Portugal"
"70-75",2015,"woman",0.835070258,0.164929742,0.752388525,0.91775199,0.08224801,0.247611475,"Portugal"
"75-80",2015,"woman",0.5478246,0.4521754,0.322173042,0.773476159,0.226523841,0.677826958,"Portugal"
"80+",2015,"woman",0.372153128,0.627846872,0.20760726,0.536698995,0.463301005,0.79239274,"Portugal"
"50-55",2015,"woman",0.941825709,0.058174291,0.906685032,0.976966386,0.023033614,0.093314968,"Slovenia"
"55-60",2015,"woman",0.929876658,0.070123342,0.899687449,0.960065866,0.039934134,0.100312551,"Slovenia"
"60-65",2015,"woman",0.945723581,0.054276419,0.922874524,0.968572639,0.031427361,0.077125476,"Slovenia"
"65-70",2015,"woman",0.920984798,0.079015202,0.892248068,0.949721528,0.050278472,0.107751932,"Slovenia"
"70-75",2015,"woman",0.84860527,0.15139473,0.805799672,0.891410869,0.108589131,0.194200328,"Slovenia"
"75-80",2015,"woman",0.839720965,0.160279035,0.794838553,0.884603378,0.115396622,0.205161447,"Slovenia"
"80+",2015,"woman",0.67732307,0.32267693,0.6221548,0.73249134,0.26750866,0.3778452,"Slovenia"
"50-55",2015,"woman",0.930767799,0.069232201,0.917461282,0.944074317,0.055925683,0.082538718,"Estonia"
"55-60",2015,"woman",0.906419329,0.093580671,0.895553732,0.917284925,0.082715075,0.104446268,"Estonia"
"60-65",2015,"woman",0.921805621,0.078194379,0.891914715,0.951696528,0.048303472,0.108085285,"Estonia"
"65-70",2015,"woman",0.876729202,0.123270798,0.862854339,0.890604065,0.109395935,0.137145661,"Estonia"
"70-75",2015,"woman",0.857940734,0.142059266,0.834786831,0.881094637,0.118905363,0.165213169,"Estonia"
"75-80",2015,"woman",0.763919181,0.236080819,0.73905168,0.788786681,0.211213319,0.26094832,"Estonia"
"80+",2015,"woman",0.63701429,0.36298571,0.587205791,0.68682279,0.31317721,0.412794209,"Estonia"
"50-55",2015,"woman",0.952270524,0.047729476,0.92102759,0.983513458,0.016486542,0.07897241,"Croatia"
"55-60",2015,"woman",0.936238073,0.063761927,0.901848316,0.97062783,0.02937217,0.098151684,"Croatia"
"60-65",2015,"woman",0.91695274,0.08304726,0.885123131,0.948782349,0.051217651,0.114876869,"Croatia"
"65-70",2015,"woman",0.91077943,0.08922057,0.866512506,0.955046355,0.044953645,0.133487494,"Croatia"
"70-75",2015,"woman",0.885409921,0.114590079,0.834487013,0.936332829,0.063667171,0.165512987,"Croatia"
"75-80",2015,"woman",0.768975721,0.231024279,0.696285331,0.841666111,0.158333889,0.303714669,"Croatia"
"80+",2015,"woman",0.595959664,0.404040336,0.480273296,0.711646033,0.288353967,0.519726704,"Croatia"
"50-55",2015,"man",1,0,1,1,0,0,"Austria"
"55-60",2015,"man",0.940970918,0.059029082,0.899664615,0.98227722,0.01772278,0.100335385,"Austria"
"60-65",2015,"man",0.963631607,0.036368393,0.940528099,0.986735115,0.013264885,0.059471901,"Austria"
"65-70",2015,"man",0.928133735,0.071866265,0.893913542,0.962353928,0.037646072,0.106086458,"Austria"
"70-75",2015,"man",0.86939441,0.13060559,0.825616418,0.913172402,0.086827598,0.174383582,"Austria"
"75-80",2015,"man",0.893155237,0.106844763,0.85409965,0.932210825,0.067789175,0.14590035,"Austria"
"80+",2015,"man",0.713259756,0.286740244,0.638831514,0.787687997,0.212312003,0.361168486,"Austria"
"50-55",2015,"man",0.950344005,0.049655995,0.92137671,0.9793113,0.0206887,0.07862329,"Germany"
"55-60",2015,"man",0.939804977,0.060195023,0.910741742,0.968868212,0.031131788,0.089258258,"Germany"
"60-65",2015,"man",0.91793681,0.08206319,0.88711723,0.948756391,0.051243609,0.11288277,"Germany"
"65-70",2015,"man",0.906767174,0.093232826,0.874865736,0.938668612,0.061331388,0.125134264,"Germany"
"70-75",2015,"man",0.864413556,0.135586444,0.823866393,0.90496072,0.09503928,0.176133607,"Germany"
"75-80",2015,"man",0.856705828,0.143294172,0.811901114,0.901510542,0.098489458,0.188098886,"Germany"
"80+",2015,"man",0.713473566,0.286526434,0.647377109,0.779570024,0.220429976,0.352622891,"Germany"
"50-55",2015,"man",0.936321017,0.063678983,0.925942492,0.946699542,0.053300458,0.074057508,"Sweden"
"55-60",2015,"man",0.962215142,0.037784858,0.922432914,1.001997369,-0.001997369,0.077567086,"Sweden"
"60-65",2015,"man",0.953938725,0.046061275,0.922345938,0.985531512,0.014468488,0.077654062,"Sweden"
"65-70",2015,"man",0.928666409,0.071333591,0.902606398,0.95472642,0.04527358,0.097393602,"Sweden"
"70-75",2015,"man",0.910477163,0.089522837,0.876742549,0.944211778,0.055788222,0.123257451,"Sweden"
"75-80",2015,"man",0.877058013,0.122941987,0.83622262,0.917893407,0.082106593,0.16377738,"Sweden"
"80+",2015,"man",0.821091819,0.178908181,0.776619039,0.865564598,0.134435402,0.223380961,"Sweden"
"50-55",2015,"man",0.997366981,0.002633019,0.993548801,1.001185161,-0.001185161,0.006451199,"Spain"
"55-60",2015,"man",0.970999916,0.029000084,0.932874665,1.009125166,-0.009125166,0.067125335,"Spain"
"60-65",2015,"man",0.921327215,0.078672785,0.877732636,0.964921793,0.035078207,0.122267364,"Spain"
"65-70",2015,"man",0.942601138,0.057398862,0.910347293,0.974854983,0.025145017,0.089652707,"Spain"
"70-75",2015,"man",0.885439956,0.114560044,0.831100422,0.93977949,0.06022051,0.168899578,"Spain"
"75-80",2015,"man",0.880951253,0.119048747,0.838412476,0.92349003,0.07650997,0.161587524,"Spain"
"80+",2015,"man",0.712520349,0.287479651,0.652257504,0.772783194,0.227216806,0.347742496,"Spain"
"50-55",2015,"man",0.97850563,0.02149437,0.957766377,0.999244883,0.000755117,0.042233623,"Italy"
"55-60",2015,"man",0.964595752,0.035404248,0.939523139,0.989668365,0.010331635,0.060476861,"Italy"
"60-65",2015,"man",0.941146907,0.058853093,0.916215612,0.966078201,0.033921799,0.083784388,"Italy"
"65-70",2015,"man",0.942161032,0.057838968,0.919575987,0.964746077,0.035253923,0.080424013,"Italy"
"70-75",2015,"man",0.941897242,0.058102758,0.915507668,0.968286816,0.031713184,0.084492332,"Italy"
"75-80",2015,"man",0.856726835,0.143273165,0.81332529,0.900128381,0.099871619,0.18667471,"Italy"
"80+",2015,"man",0.728619462,0.271380538,0.671216863,0.78602206,0.21397794,0.328783137,"Italy"
"50-55",2015,"man",0.913933862,0.086066138,0.871575999,0.956291725,0.043708275,0.128424001,"France"
"55-60",2015,"man",0.931834247,0.068165753,0.894226995,0.969441499,0.030558501,0.105773005,"France"
"60-65",2015,"man",0.939755819,0.060244181,0.915023086,0.964488552,0.035511448,0.084976914,"France"
"65-70",2015,"man",0.906459194,0.093540806,0.877301813,0.935616575,0.064383425,0.122698187,"France"
"70-75",2015,"man",0.836388507,0.163611493,0.776227376,0.896549639,0.103450361,0.223772624,"France"
"75-80",2015,"man",0.819239122,0.180760878,0.772370066,0.866108178,0.133891822,0.227629934,"France"
"80+",2015,"man",0.627308357,0.372691643,0.559847184,0.694769531,0.305230469,0.440152816,"France"
"50-55",2015,"man",0.947121366,0.052878634,0.933964544,0.960278189,0.039721811,0.066035456,"Denmark"
"55-60",2015,"man",0.949820617,0.050179383,0.919761812,0.979879422,0.020120578,0.080238188,"Denmark"
"60-65",2015,"man",0.923913335,0.076086665,0.887699794,0.960126876,0.039873124,0.112300206,"Denmark"
"65-70",2015,"man",0.924297334,0.075702666,0.90836094,0.940233728,0.059766272,0.09163906,"Denmark"
"70-75",2015,"man",0.909584296,0.090415704,0.847816198,0.971352393,0.028647607,0.152183802,"Denmark"
"75-80",2015,"man",0.891966469,0.108033531,0.788263329,0.995669609,0.004330391,0.211736671,"Denmark"
"80+",2015,"man",0.716024155,0.283975845,0.56723694,0.86481137,0.13518863,0.43276306,"Denmark"
"50-55",2015,"man",0.984697764,0.015302236,0.96919175,1.000203778,-0.000203778,0.03080825,"Greece"
"55-60",2015,"man",0.979739761,0.020260239,0.962711127,0.996768395,0.003231605,0.037288873,"Greece"
"60-65",2015,"man",0.981194184,0.018805816,0.965155275,0.997233093,0.002766907,0.034844725,"Greece"
"65-70",2015,"man",0.94171749,0.05828251,0.911161479,0.9722735,0.0277265,0.088838521,"Greece"
"70-75",2015,"man",0.946709965,0.053290035,0.919490544,0.973929387,0.026070613,0.080509456,"Greece"
"75-80",2015,"man",0.897400604,0.102599396,0.857471925,0.937329283,0.062670717,0.142528075,"Greece"
