"","age","year","gender","unhealthy","healthy","CI_low_unhealthy","CI_up_unhealthy","CI_low_healthy","CI_up_healthy"
"1",50,"2016","man",0.0600378684073045,0.939962131592696,0.0428885847773927,0.0771871520372163,0.922812847962784,0.957111415222607
"2",51,"2016","man",0.0784320114265806,0.921567988573419,0.0549901118105838,0.101873911042577,0.898126088957423,0.945009888189416
"3",52,"2016","man",0.0668053566078229,0.933194643392177,0.0478639095831581,0.0857468036324877,0.914253196367512,0.952136090416842
"4",53,"2016","man",0.0710335006213424,0.928966499378658,0.0479169345816532,0.0941500666610317,0.905849933338968,0.952083065418347
"5",54,"2016","man",0.0809693420099147,0.919030657990085,0.0575052543385737,0.104433429681256,0.895566570318744,0.942494745661426
"6",55,"2016","man",0.100369655026773,0.899630344973227,0.0788343842252819,0.121904925828264,0.878095074171736,0.921165615774718
"7",56,"2016","man",0.0897522061168548,0.910247793883145,0.0634948978517075,0.116009514382002,0.883990485617998,0.936505102148293
"8",57,"2016","man",0.0793041675486527,0.920695832451347,0.0557032546545213,0.102905080442784,0.897094919557216,0.944296745345479
"9",58,"2016","man",0.0881143105882328,0.911885689411767,0.063634975764232,0.112593645412234,0.887406354587767,0.936365024235768
"10",59,"2016","man",0.0881180299837743,0.911881970016226,0.0598584205736719,0.116377639393877,0.883622360606123,0.940141579426328
"11",60,"2016","man",0.112878085299063,0.887121914700937,0.0911365891976223,0.134619581400503,0.865380418599497,0.908863410802378
"12",61,"2016","man",0.139333577695119,0.860666422304881,0.109233529960466,0.169433625429772,0.830566374570228,0.890766470039534
"13",62,"2016","man",0.124018124937256,0.875981875062744,0.0991333921505352,0.148902857723977,0.851097142276023,0.900866607849465
"14",63,"2016","man",0.14114496652565,0.85885503347435,0.10926707280725,0.173022860244051,0.826977139755949,0.89073292719275
"15",64,"2016","man",0.138677681595178,0.861322318404822,0.107317551770829,0.170037811419527,0.829962188580473,0.892682448229171
"16",65,"2016","man",0.16143345230244,0.83856654769756,0.137247611330698,0.185619293274183,0.814380706725817,0.862752388669302
"17",66,"2016","man",0.168360813429127,0.831639186570873,0.134603517903933,0.202118108954321,0.797881891045679,0.865396482096067
"18",67,"2016","man",0.166628115065448,0.833371884934552,0.133872537021282,0.199383693109615,0.800616306890385,0.866127462978718
"19",68,"2016","man",0.143253578064643,0.856746421935357,0.111817379554112,0.174689776575174,0.825310223424826,0.888182620445888
"20",69,"2016","man",0.193905633222891,0.806094366777109,0.155934297342297,0.231876969103486,0.768123030896514,0.844065702657703
"21",70,"2016","man",0.211676466520849,0.788323533479151,0.180856877822038,0.242496055219661,0.757503944780339,0.819143122177962
"22",71,"2016","man",0.195247398795503,0.804752601204497,0.148553275869221,0.241941521721786,0.758058478278214,0.851446724130779
"23",72,"2016","man",0.226094711199978,0.773905288800022,0.18471496319132,0.267474459208635,0.732525540791365,0.81528503680868
"24",73,"2016","man",0.214930673045685,0.785069326954315,0.167047273041881,0.262814073049489,0.737185926950511,0.832952726958119
"25",74,"2016","man",0.188866793683734,0.811133206316266,0.137411858098101,0.240321729269367,0.759678270730633,0.862588141901899
"26",75,"2016","man",0.27511102868744,0.72488897131256,0.229663992515863,0.320558064859017,0.679441935140983,0.770336007484137
"27",76,"2016","man",0.281917286240522,0.718082713759478,0.218490330515834,0.345344241965211,0.654655758034789,0.781509669484166
"28",77,"2016","man",0.205066629437036,0.794933370562964,0.142904747487792,0.26722851138628,0.73277148861372,0.857095252512208
"29",78,"2016","man",0.2756920881831,0.7243079118169,0.211066947642832,0.340317228723367,0.659682771276633,0.788933052357168
"30",79,"2016","man",0.269224230789459,0.730775769210541,0.194312219549828,0.34413624202909,0.65586375797091,0.805687780450172
"31",80,"2016","man",0.345334047903881,0.654665952096119,0.288012377663774,0.402655718143988,0.597344281856012,0.711987622336226
"32",81,"2016","man",0.25055726489863,0.74944273510137,0.157836902170356,0.343277627626904,0.656722372373096,0.842163097829644
"33",82,"2016","man",0.221435561027513,0.778564438972487,0.146463592837022,0.296407529218003,0.703592470781997,0.853536407162978
"34",83,"2016","man",0.306888707104736,0.693111292895264,0.204719140187121,0.409058274022352,0.590941725977648,0.795280859812879
"35",84,"2016","man",0.274770211271839,0.725229788728161,0.161855888590519,0.38768453395316,0.61231546604684,0.838144111409481
"36",85,"2016","man",0.415840906583592,0.584159093416408,0.331274784176269,0.500407028990914,0.499592971009086,0.668725215823731
"37",86,"2016","man",0.332795215609357,0.667204784390643,0.199500971419601,0.466089459799114,0.533910540200887,0.800499028580399
"38",87,"2016","man",0.309017436946691,0.690982563053309,0.179435455948924,0.438599417944458,0.561400582055542,0.820564544051076
"39",88,"2016","man",0.279558016101291,0.720441983898709,0.0901277221051146,0.468988310097467,0.531011689902533,0.909872277894885
"40",89,"2016","man",0.445021807932997,0.554978192067003,0.22710644667647,0.662937169189523,0.337062830810477,0.77289355332353
"41",90,"2016","man",0.482563623250832,0.517436376749168,0.352467547776419,0.612659698725246,0.387340301274754,0.647532452223581
"42",91,"2016","man",0.457950011124405,0.542049988875595,0.208716260333624,0.707183761915186,0.292816238084814,0.791283739666376
"43",92,"2016","man",0.191027683000492,0.808972316999508,0.0149153668567441,0.36713999914424,0.63286000085576,0.985084633143256
"44",93,"2016","man",0.524887819423469,0.475112180576531,0.220759183654188,0.829016455192749,0.170983544807251,0.779240816345812
"45",94,"2016","man",0.841607390171806,0.158392609828194,0.591399742556824,1.09181503778679,-0.0918150377867889,0.408600257443176
