"age","year","gender","healthy","unhealthy","CI_low_healthy","CI_up_healthy","CI_low_unhealthy","CI_up_unhealthy","type"
"80+","2014","woman",0.762283244329834,0.237716755670166,0.708662478529298,0.815904010130371,0.184095989869629,0.291337521470702,"diabetes"
"50-55","2014","man",0.860331177360861,0.139668822639139,0.802192203126133,0.91847015159559,0.0815298484044105,0.197807796873867,"diabetes"
"55-60","2014","man",0.824532833836619,0.175467166163381,0.785069220668873,0.863996447004366,0.136003552995634,0.214930779331127,"diabetes"
"60-65","2014","man",0.824506766661032,0.175493233338969,0.781091188990331,0.867922344331732,0.132077655668268,0.218908811009669,"diabetes"
"65-70","2014","man",0.73785607288193,0.26214392711807,0.688184823231148,0.787527322532712,0.212472677467288,0.311815176768852,"diabetes"
"70-75","2014","man",0.793075881808693,0.206924118191307,0.7498090114822,0.836342752135187,0.163657247864813,0.2501909885178,"diabetes"
"75-80","2014","man",0.753910066996284,0.246089933003716,0.685313886529697,0.822506247462872,0.177493752537128,0.314686113470303,"diabetes"
"80+","2014","man",0.783925934826957,0.216074065173043,0.715180860496615,0.852671009157299,0.147328990842701,0.284819139503385,"diabetes"
"50-55","2014","woman",0.96067065743433,0.0393293425656701,0.940379672608342,0.980961642260317,0.0190383577396825,0.0596203273916577,"heart"
"55-60","2014","woman",0.940817724997044,0.0591822750029556,0.911668733265077,0.969966716729011,0.0300332832709887,0.0883312667349225,"heart"
"60-65","2014","woman",0.950474773305771,0.0495252266942294,0.934158492355377,0.966791054256164,0.033208945743836,0.0658415076446228,"heart"
"65-70","2014","woman",0.909724563008619,0.0902754369913805,0.87910134735206,0.940347778665179,0.0596522213348209,0.12089865264794,"heart"
"70-75","2014","woman",0.911587229791189,0.0884127702088107,0.886662726210239,0.93651173337214,0.0634882666278603,0.113337273789761,"heart"
"75-80","2014","woman",0.887952203180793,0.112047796819207,0.847110284699361,0.928794121662224,0.0712058783377759,0.152889715300639,"heart"
"80+","2014","woman",0.873838808909826,0.126161191090174,0.830199562577728,0.917478055241923,0.0825219447580765,0.169800437422272,"heart"
"50-55","2014","man",0.959213212827322,0.0407867871726777,0.927789896322036,0.990636529332609,0.00936347066739117,0.0722101036779642,"heart"
"55-60","2014","man",0.957395335504628,0.0426046644953716,0.928886600622987,0.98590407038627,0.0140959296137302,0.0711133993770129,"heart"
"60-65","2014","man",0.911200686001536,0.0887993139984642,0.875285330106619,0.947116041896452,0.0528839581035476,0.124714669893381,"heart"
