age,year,gender,healthy,unhealthy,CI_low_healthy,CI_up_healthy,CI_low_unhealthy,CI_up_unhealthy,type
60-65,2014,man,0.90326489,0.09673511,0.881638698,0.924891083,0.075108917,0.118361302,cancer
65-70,2014,man,0.841376939,0.158623061,0.815700968,0.86705291,0.13294709,0.184299032,cancer
70-75,2014,man,0.808416545,0.191583455,0.777299316,0.839533775,0.160466225,0.222700684,cancer
75-80,2014,man,0.73650189,0.26349811,0.701287174,0.771716605,0.228283395,0.298712826,cancer
80+,2014,man,0.663066573,0.336933427,0.624140082,0.701993065,0.298006935,0.375859918,cancer
50-55,2014,woman,0.822630312,0.177369688,0.762319502,0.882941122,0.117058878,0.237680498,diabetes
55-60,2014,woman,0.817765651,0.182234349,0.795249876,0.840281426,0.159718574,0.204750124,diabetes
60-65,2014,woman,0.808274202,0.191725798,0.781395039,0.835153364,0.164846636,0.218604961,diabetes
65-70,2014,woman,0.757910909,0.242089091,0.732914826,0.782906992,0.217093008,0.267085174,diabetes
70-75,2014,woman,0.728981002,0.271018998,0.700324888,0.757637116,0.242362884,0.299675112,diabetes
75-80,2014,woman,0.751337574,0.248662426,0.728054533,0.774620616,0.225379384,0.271945467,diabetes
80+,2014,woman,0.78122691,0.21877309,0.759198377,0.803255444,0.196744556,0.240801623,diabetes
50-55,2014,man,0.857140272,0.142859728,0.783136506,0.931144038,0.068855962,0.216863494,diabetes
55-60,2014,man,0.823589025,0.176410975,0.797788432,0.849389617,0.150610383,0.202211568,diabetes
60-65,2014,man,0.780227638,0.219772362,0.751213648,0.809241629,0.190758371,0.248786352,diabetes
65-70,2014,man,0.718759375,0.281240625,0.685292508,0.752226242,0.247773758,0.314707492,diabetes
70-75,2014,man,0.726214732,0.273785268,0.697157814,0.755271649,0.244728351,0.302842186,diabetes
75-80,2014,man,0.679207404,0.320792596,0.648944219,0.709470589,0.290529411,0.351055781,diabetes
80+,2014,man,0.732242233,0.267757767,0.702123715,0.76236075,0.23763925,0.297876285,diabetes
50-55,2014,woman,0.842454051,0.157545949,0.785775228,0.899132874,0.100867126,0.214224772,heart
55-60,2014,woman,0.882770939,0.117229061,0.861608943,0.903932935,0.096067065,0.138391057,heart
60-65,2014,woman,0.842338039,0.157661961,0.822054682,0.862621397,0.137378603,0.177945318,heart
65-70,2014,woman,0.78902419,0.21097581,0.762045163,0.816003217,0.183996783,0.237954837,heart
70-75,2014,woman,0.738723882,0.261276118,0.705105971,0.772341794,0.227658206,0.294894029,heart
75-80,2014,woman,0.717633217,0.282366783,0.695530573,0.739735861,0.260264139,0.304469427,heart
80+,2014,woman,0.628882229,0.371117771,0.603456371,0.654308086,0.345691914,0.396543629,heart
50-55,2014,man,0.892782825,0.107217175,0.824851986,0.960713664,0.039286336,0.175148014,heart
55-60,2014,man,0.8507166,0.1492834,0.827572794,0.873860405,0.126139595,0.172427206,heart
60-65,2014,man,0.820546683,0.179453317,0.795306257,0.845787109,0.154212891,0.204693743,heart
65-70,2014,man,0.731809106,0.268190894,0.702345933,0.761272278,0.238727722,0.297654067,heart
70-75,2014,man,0.653370197,0.346629803,0.619872312,0.686868082,0.313131918,0.380127688,heart
75-80,2014,man,0.585498358,0.414501642,0.548056441,0.622940275,0.377059725,0.451943559,heart
80+,2014,man,0.498728723,0.501271277,0.470848188,0.526609258,0.473390742,0.529151812,heart
50-55,2014,woman,0.889188281,0.110811719,0.83538853,0.942988031,0.057011969,0.16461147,lung
55-60,2014,woman,0.909519899,0.090480101,0.89077664,0.928263158,0.071736842,0.10922336,lung
60-65,2014,woman,0.91104909,0.08895091,0.895041177,0.927057004,0.072942996,0.104958823,lung
65-70,2014,woman,0.899934989,0.100065011,0.883647932,0.916222045,0.083777955,0.116352068,lung
70-75,2014,woman,0.865188992,0.134811008,0.8438161,0.886561883,0.113438117,0.1561839,lung
75-80,2014,woman,0.875228121,0.124771879,0.852516163,0.897940078,0.102059922,0.147483837,lung
80+,2014,woman,0.878465963,0.121534037,0.859185047,0.897746879,0.102253121,0.140814953,lung
50-55,2014,man,0.95415338,0.04584662,0.906060658,1.002246101,-0.002246101,0.093939342,lung
55-60,2014,man,0.941989674,0.058010326,0.926132177,0.95784717,0.04215283,0.073867823,lung
60-65,2014,man,0.929675954,0.070324046,0.916886518,0.942465391,0.057534609,0.083113482,lung
65-70,2014,man,0.908645862,0.091354138,0.888716254,0.92857547,0.07142453,0.111283746,lung
70-75,2014,man,0.880852373,0.119147627,0.857382292,0.904322453,0.095677547,0.142617708,lung
75-80,2014,man,0.873167041,0.126832959,0.855014906,0.891319175,0.108680825,0.144985094,lung
80+,2014,man,0.87386882,0.12613118,0.854227932,0.893509708,0.106490292,0.145772068,lung
50-55,2014,woman,0.950032648,0.049967352,0.911546932,0.988518364,0.011481636,0.088453068,stroke
55-60,2014,woman,0.964956064,0.035043936,0.954187596,0.975724532,0.024275468,0.045812404,stroke
60-65,2014,woman,0.954962789,0.045037211,0.942770597,0.967154982,0.032845018,0.057229403,stroke
65-70,2014,woman,0.934192971,0.065807029,0.920683607,0.947702335,0.052297665,0.079316393,stroke
70-75,2014,woman,0.905281835,0.094718165,0.883383237,0.927180432,0.072819568,0.116616763,stroke
75-80,2014,woman,0.905423177,0.094576823,0.889602379,0.921243975,0.078756025,0.110397621,stroke
80+,2014,woman,0.853303604,0.146696396,0.834836743,0.871770464,0.128229536,0.165163257,stroke
50-55,2014,man,0.950089012,0.049910988,0.888284675,1.01189335,-0.01189335,0.111715325,stroke
55-60,2014,man,0.961005883,0.038994117,0.95014811,0.971863657,0.028136343,0.04985189,stroke
60-65,2014,man,0.953615401,0.046384599,0.938519286,0.968711517,0.031288483,0.061480714,stroke
65-70,2014,man,0.930929066,0.069070934,0.913909686,0.947948447,0.052051553,0.086090314,stroke
70-75,2014,man,0.882629131,0.117370869,0.858951447,0.906306815,0.093693185,0.141048553,stroke
75-80,2014,man,0.881807655,0.118192345,0.862640163,0.900975147,0.099024853,0.137359837,stroke
80+,2014,man,0.80703257,0.19296743,0.780772183,0.833292957,0.166707043,0.219227817,stroke
50-55,2014,woman,0.381061042,0.618938958,0.286228123,0.475893962,0.524106038,0.713771877,one or two any condition
55-60,2014,woman,0.435882153,0.564117847,0.407709351,0.464054954,0.535945046,0.592290649,one or two any condition
60-65,2014,woman,0.392864973,0.607135027,0.368420138,0.417309807,0.582690193,0.631579862,one or two any condition
65-70,2014,woman,0.380738002,0.619261998,0.343604697,0.417871307,0.582128693,0.656395303,one or two any condition
70-75,2014,woman,0.338314972,0.661685028,0.313683168,0.362946777,0.637053223,0.686316832,one or two any condition
75-80,2014,woman,0.331947967,0.668052033,0.30266354,0.361232393,0.638767607,0.69733646,one or two any condition
80+,2014,woman,0.344090072,0.655909928,0.323970241,0.364209904,0.635790096,0.676029759,one or two any condition
50-55,2014,man,0.47272211,0.52727789,0.33653038,0.60891384,0.39108616,0.66346962,one or two any condition
55-60,2014,man,0.513046469,0.486953531,0.479512474,0.546580465,0.453419535,0.520487526,one or two any condition
60-65,2014,man,0.425424838,0.574575162,0.392284942,0.458564734,0.541435266,0.607715058,one or two any condition
65-70,2014,man,0.405564118,0.594435882,0.36725185,0.443876387,0.556123613,0.63274815,one or two any condition
70-75,2014,man,0.392839258,0.607160742,0.350701349,0.434977167,0.565022833,0.649298651,one or two any condition
75-80,2014,man,0.38639188,0.61360812,0.357722767,0.415060993,0.584939007,0.642277233,one or two any condition
80+,2014,man,0.450577045,0.549422955,0.414362454,0.486791637,0.513208363,0.585637546,one or two any condition
