"","age","year","gender","unhealthy","healthy","CI_low_unhealthy","CI_up_unhealthy","CI_low_healthy","CI_up_healthy"
"1",53,"2014","female",0,1,0,1,0,1
"2",54,"2014","female",0,1,0,1,0,1
"3",55,"2014","female",0.00929270590490971,0.99070729409509,-0.00757001926255052,0.97384456892763,0.0261554310723699,1.00757001926255
"4",56,"2014","female",0,1,0,1,0,1
"5",57,"2014","female",0.0033924443393784,0.996607555660622,-0.00335556498052998,0.989859546340713,0.0101404536592868,1.00335556498053
"6",58,"2014","female",0,1,0,1,0,1
"7",59,"2014","female",0.0210019020680166,0.978998097931983,-0.000107315605272225,0.957888880258695,0.0421111197413054,1.00010731560527
"8",60,"2014","female",0.00733860849555111,0.992661391504449,-0.00726549609515883,0.978057286913739,0.021942713086261,1.00726549609516
"9",61,"2014","female",0,1,0,1,0,1
"10",62,"2014","female",0,1,0,1,0,1
"11",63,"2014","female",0,1,0,1,0,1
"12",64,"2014","female",0.00979740388072147,0.990202596119279,-0.00382376332073867,0.976581428917818,0.0234185710821816,1.00382376332074
"13",65,"2014","female",0.00827728705120969,0.99172271294879,-0.00756546279332624,0.975879963104254,0.0241200368957456,1.00756546279333
"14",66,"2014","female",0.0136819207504369,0.986318079249563,-0.00528437116417131,0.967351787334955,0.0326482126650451,1.00528437116417
"15",67,"2014","female",0.0105107808900344,0.989489219109966,-0.00433944719888927,0.974638991021042,0.025361008978958,1.00433944719889
"16",68,"2014","female",0.0359611532420897,0.96403884675791,-0.00145926298387669,0.926618430531944,0.0733815694680562,1.00145926298388
"17",69,"2014","female",0.00767082494577291,0.992329175054227,-0.00775574406927034,0.976902606039184,0.0230973939608162,1.00775574406927
"18",70,"2014","female",0.0307932583290254,0.969206741670975,-0.00336450482600561,0.935048978515943,0.0649510214840565,1.00336450482601
"19",71,"2014","female",0.0226750735314414,0.977324926468559,-0.00752520531128153,0.947124647625836,0.0528753523741643,1.00752520531128
"20",72,"2014","female",0.0707722918390958,0.929227708160904,0.0274623974138936,0.885917813735702,0.114082186264298,0.972537602586106
"21",73,"2014","female",0.0223203147320993,0.977679685267901,-0.0029553964920147,0.952403974043787,0.0475960259562134,1.00295539649201
"22",74,"2014","female",0.00935231504302967,0.99064768495697,-0.00804630891545782,0.973249060998483,0.0267509390015172,1.00804630891546
"23",75,"2014","female",0.0296426242802953,0.970357375719705,0.00217581749220794,0.942890568931617,0.0571094310683826,0.997824182507792
"24",76,"2014","female",0.0568625621316344,0.943137437868366,0.0166485651852085,0.90292344092194,0.0970765590780603,0.983351434814791
"25",77,"2014","female",0.0599685550264371,0.940031444973563,0.00672769736392213,0.886790587311048,0.113209412688952,0.993272302636078
"26",78,"2014","female",0.0637377604311342,0.936262239568866,0.0202442043784905,0.892768683516222,0.107231316483778,0.979755795621509
"27",79,"2014","female",0.034035482184729,0.965964517815271,-0.000423453194124852,0.931505582436417,0.0684944175635829,1.00042345319412
"28",80,"2014","female",0.126959119453134,0.873040880546866,0.0464246886319099,0.792506449725642,0.207493550274358,0.95357531136809
"29",81,"2014","female",0.159040099790947,0.840959900209053,0.0524828467333256,0.734402647151431,0.265597352848569,0.947517153266674
